id,name,code,value,isVariantAttribute
34,Chế độ lọc thoại,ch_l_c_tho_i,"""Q-Symphony Next k\u1ebft h\u1ee3p loa tivi v\u1edbi loa thanh b\u1eb1ng AI, Adaptive Sound""",False
35,Cổng xuất âm thanh,c_ng_xu_t_m_thanh,"[""1 c\u1ed5ng Optical (Digital Audio), 1 c\u1ed5ng eARC (ARC)"", ""1 c\u1ed5ng Optical (Digital Audio)"", ""1 c\u1ed5ng 3.5 mm, 1 c\u1ed5ng Optical (Digital Audio), 1 c\u1ed5ng eARC (ARC)"", ""1 c\u1ed5ng eARC (ARC)""]",False
36,Kích Thước (Khoảng Cách Xem),k_ch_th_c_kho_ng_c_ch_xem,"""32 - 43\"" (2 - 3 m\u00e9t)""",False
37,Loại sản phẩm,lo_i_s_n_ph_m,"[""Loa Karaoke Di \u0110\u1ed9ng"", ""Loa K\u00e9o"", ""Loa k\u00e9o b\u00ecnh"", ""Loa k\u00e9o"", ""Loa karaoke di \u0111\u1ed9ng"", ""Loa K\u00e9o \u0110i\u1ec7n"", ""Loa karaoke"", ""Loa Karaoke X\u00e1ch Tay"", ""Loa xa\u0301ch tay karaoke"", ""Loa di \u0111\u00f4\u0323ng xa\u0301ch tay"", ""Loa X\u00e1ch Tay"", ""Loa xa\u0301ch tay Karaoke"", ""Loa x\u00e1ch tay"", ""Loa karaoke x\u00e1ch tay"", ""M\u00e1y xay sinh t\u1ed1"", ""M\u00e1y h\u00fat b\u1ee5i c\u1ea7m tay"", ""M\u00e1y r\u1eeda m\u1eb7t"", ""Ch\u0103m S\u00f3c Da"", ""M\u00e1y n\u00e2ng c\u01a1"", ""M\u1eb7t N\u1ea1 LED Ch\u0103m S\u00f3c Da"", ""Tai Nghe"", ""\u1ed0p l\u01b0ng th\u00f4ng minh"", ""C\u1ee7 s\u1ea1c k\u00e8m d\u00e2y"", ""Gh\u1ebf Nh\u1ef1a"", ""Gh\u1ebf \u0110\u00f4n"", ""Gh\u1ebf X\u1ebfp"", ""T\u1ee7 G\u1ed7"", ""T\u1ee7 Qu\u1ea7n \u00c1o Gia \u0110\u00ecnh"", ""\u0110\u00e8n Tr\u1ea7n""]",False
38,Tổng công suất,t_ng_c_ng_su_t,"[""(PMPO: 450W)"", ""800W ( PMS)"", ""(PMPO: 1,100W)"", ""850W"", ""550W"", ""(PMPO: 360W)"", ""PMPO: 1100W"", ""800W (PMS)"", ""3.000W"", ""PMPO: 600W"", ""320W"", ""500W"", ""(PMPO: 100w)"", ""- C\u00f4ng su\u1ea5t RMS: 100W (max)  - C\u00f4ng su\u1ea5t PMPO: 450W (max)"", ""400W"", ""PMPO 500W"", ""300W"", ""750W"", ""600w""]",False
39,Nguồn,ngu_n,"[""B\u00ecnh \u1eaec quy 7 Ampe- 12 vol ho\u1eb7c \u0111i\u1ec7n l\u01b0\u1edbi AC-220 vol (C\u00f3 th\u1ec3 v\u1eeba c\u1eafm s\u1ea1c v\u1eeba s\u1eed d\u1ee5ng)"", ""AC-220V"", ""AC 220V/50-60 Hz ho\u1eb7c DC 12V"", ""B\u00ecnh \u1eaec quy 12 vol ho\u1eb7c \u0111i\u1ec7n l\u01b0\u1edbi AC-220 vol (C\u00f3 th\u1ec3 v\u1eeba c\u1eafm s\u1ea1c v\u1eeba s\u1eed d\u1ee5ng)"", ""B\u00ecnh \u1eafc quy 12 Vol ho\u1eb7c \u0111i\u1ec7n l\u01b0\u1edbi AC - 220 Vol"", ""AC 220V ho\u1eb7c \u1eaec qui 12V"", ""AC 110-240V 50/60Hz"", ""100~240VAC, 50/60Hz (auto-volt)"", ""B\u00ecnh s\u1ea1c"", ""Acquy 12V/7Ah"", ""1 pin CR2032""]",False
40,Thời gian sử dụng,th_i_gian_s_d_ng,"[""T\u1eeb 4 \u0111\u1ebfn 7 gi\u1edd (t\u00f9y c\u00f4ng su\u1ea5t)"", ""4 \u0111\u1ebfn 7 gi\u1edd (t\u00f9y c\u00f4ng su\u1ea5t)"", ""4 - 5H"", ""3 - 4H"", ""3 - 7 H"", ""4 - 6 ti\u1ebfng"", ""2-6H"", ""4 - 7H"", ""Kho\u1ea3ng 3 ~ 6 ti\u1ebfng (T\u00f9y m\u1ee9c volume)"", ""4-8H (t\u00f9y c\u00f4ng su\u1ea5t)"", ""4-6 ti\u1ebfng"", ""3 - 6H (t\u00f9y c\u00f4ng su\u1ea5t)"", ""2 - 3 ti\u1ebfng"", ""3 - 6H"", ""3-4 ti\u1ebfng (t\u00f9y \u00e2m l\u01b0\u1ee3ng)""]",False
41,Thời gian sạc,th_i_gian_s_c,"[""4 gi\u1edd 30 ph\u00fat"", ""6 gi\u1edd"", ""6 - 7H"", ""6 - 8H (C\u00f3 th\u1ec3 v\u1eeba s\u1ea1c v\u1eeba d\u00f9ng)"", ""2H"", ""6 - 8 ti\u1ebfng"", ""4H"", ""3 - 6H"", ""Kho\u1ea3ng 4 ~ 6 ti\u1ebfng"", ""6H"", ""Pin s\u1ea1c Li-ion: 12.8V 6Ah (76.8Wh)"", ""6 ti\u1ebfng (c\u00f3 th\u1ec3 v\u1eeba s\u1ea1c v\u1eeba s\u1eed d\u1ee5ng)"", ""3 - 4 ti\u1ebfng"", ""5 - 6H"", ""6-8 ti\u1ebfng"", ""Kho\u1ea3ng 1 gi\u1edd"", ""Kho\u1ea3ng 2 gi\u1edd"", ""Kho\u1ea3ng 1.8 gi\u1edd""]",False
42,Số đường tiếng của loa,s_ng_ti_ng_c_a_loa,"[""G\u1ed3m 3 \u0111\u01b0\u1eddng ti\u1ebfng Bass - Mid - Treble"", ""2 \u0111\u01b0\u1eddng ti\u1ebfng"", ""3 \u0111\u01b0\u1eddng ti\u1ebfng Bass - Trung - Treble"", ""3 \u0111\u01b0\u1eddng ti\u1ebfng: 1 Bass, 1 Treble, 1 Mid"", ""2 \u0111\u01b0\u1eddng ti\u1ebfng: 1 Bass 40cm (15inch), 1 Treble"", ""3 \u0111\u01b0\u1eddng ti\u1ebfng (Ti\u1ebfng Bass, Mid v\u00e0 ti\u1ebfng Treble)"", ""3 \u0111\u01b0\u1eddng ti\u1ebfng ( ti\u1ebfng bass, ti\u1ebfng trung v\u00e0 ti\u1ebfng treble)"", ""3 Loa 3 \u0111\u01b0\u1eddng ti\u1ebfng"", ""3 \u0111\u01b0\u1eddng ti\u1ebfng"", ""2 \u0111\u01b0\u1eddng ti\u1ebfng ( ti\u1ebfng bass v\u00e0 ti\u1ebfng treble)"", ""2 \u0111\u01b0\u1eddng ti\u1ebfng : 2Bass, 1 Treble""]",False
43,Kết nối khác,k_t_n_i_kh_c,"[""- C\u1ed5ng USB  - C\u1ed5ng k\u1ebft n\u1ed1i Optical  - T\u00edn hi\u1ec7u Audio 3,5 li (in - Out)  - Jack 6 li cho Micro c\u00f3 d\u00e2y v\u00e0 Guitar \u0111i\u1ec7n b\u00ean ngo\u00e0i"", ""USB v\u00e0 th\u1ebb nh\u1edb"", ""- C\u1ed5ng USB, Th\u1ebb nh\u1edb SD  - Jack RCA cho t\u00edn hi\u1ec7u Audio (in - Out)  - Jack 6 li cho Micro c\u00f3 d\u00e2y v\u00e0 Guitar \u0111i\u1ec7n b\u00ean ngo\u00e0i"", ""- USB  - Jack hoa sen  - Jack mic 6.5 mm,"", ""USB, Jack hoa sen, Jack mic 6.5 mm, khe th\u1ebb nh\u1edb SD"", ""USB, 3.5 mm, HDMI, 6.5 mm..."", ""- Jack 6.5 Micro  - Jack b\u00f4ng sen tr\u1eafng \u0111\u1ecf  - Th\u1ebb nh\u1edb  - USB"", ""- C\u1ed5ng USB  - Th\u1ebb nh\u1edb SD  - Jack RCA cho t\u00edn hi\u1ec7u Audio (in - Out)  - Jack 6 li cho Micro c\u00f3 d\u00e2y v\u00e0 Guitar \u0111i\u1ec7n b\u00ean ngo\u00e0i"", ""USB, Jack hoa sen, Jack mic 6.5 mm, khe th\u1ebb nh\u1edb SD."", ""- C\u1ed5ng USB  - Jack 6.5 micro  - Jack 3.5 mm  - c\u1ed5ng c\u1eafm Guitar"", ""-K\u1ebft n\u1ed1i USB, Th\u1ebb nh\u1edb SD -K\u1ebft n\u1ed1i Micro kh\u00f4ng d\u00e2y: B\u0103ng t\u1ea7n UHF -C\u1ed5ng Micro c\u00f3 d\u00e2y:Jack 6.5 li x 2 -C\u1ed5ng Guitar: Jack 6.5 li -K\u1ebft n\u1ed1i thi\u1ebft b\u1ecb ngo\u00e0i (\u0110\u1ea7u \u0111\u0129a, TV, ...): Jack RCA"", ""- USB  - T\u00edn hi\u1ec7u Audio 3,5 li (in - Out)  - Jack 6 li cho Micro c\u00f3 d\u00e2y v\u00e0 Guitar \u0111i\u1ec7n b\u00ean ngo\u00e0i"", ""USB, SD Card"", ""USB mp3, Guitar In (jack 6.35mm), ngu\u1ed3n AC, Optical in, AUX INPUT (jack 3.5 li), AUX OUTPUT (jack 3.5 li)"", ""- C\u1ed5ng USB  - Jack 6.5 micro  - Jack 3.5 mm (in - out)  - c\u1ed5ng c\u1eafm Guitar  - T\u00edn hi\u1ec7u quang h\u1ecdc (OPTICAL)  - C\u1ed5ng HDMI"", ""-Jack 3.5 mm -Jack 6.5 Micro -Th\u1ebb nh\u1edb -USB"", ""- USB, Jack 3.5mm, Jack mic 6.5 mm, Jack Guitar 6.5mm  - H\u1ed7 tr\u1ee3 k\u1ebft n\u1ed1i Optical"", ""Ng\u00f5 v\u00e0o: USB Mp3/USB Karaoke/ Khe c\u1eafm \u0111\u1ea7u ph\u00e1t t\u00edn hi\u1ec7u \u0111i\u1ec1u khi\u1ec3n Remote/ Lan/ Line in/ Guitar in (Jack 6.35mm)/ Ngu\u1ed3n AC"", ""Ch\u1ee9c n\u0103ng TWS (True Wireless Stereo) k\u1ebft n\u1ed1i kh\u00f4ng d\u00e2y 2 loa PASION v\u1edbi nhau"", ""NFC"", ""OTG, NFC"", ""Type-C"", ""OTG"", ""NFC, H\u1ed3ng ngo\u1ea1i""]",False
44,Loa chính,loa_ch_nh,"[""- Loa Bass : 40cm  - Loa Mid: 16cm  - Loa Treble: Treble C\u00f2i"", ""D\u00e0i 51.5 cm - R\u1ed9ng 54.8 cm - Cao 90.0 cm"", ""- K\u00edch th\u01b0\u1edbc: Cao 81.5 cm - Ngang 51.5 cm - S\u00e2u 45.2 cm  - Tr\u1ecdng l\u01b0\u1ee3ng: 44 kg"", ""- K\u00edch Th\u01b0\u1edbc: Cao 77.2 cm - Ngang 44.5 cm - S\u00e2u 41.5 cm  - Tr\u1ecdng l\u01b0\u1ee3ng: 32 kg"", ""Ngang 35cm x S\u00e2u 32,5cm x Cao 62cm/ 17kg"", ""D\u00e0i 45.2 cm - R\u1ed9ng 51.5 cm - Cao 81.5 cm - N\u1eb7ng 44 kg"", ""- Loa Bass: 15 inch (t\u01b0\u01a1ng \u0111\u01b0\u01a1ng 40cm)  - Loa Trung: 16cm  - Loa Treble: H\u1ecdng c\u00f2i"", ""Cao 87 cm - Ngang 105 cm - S\u00e2u 43 cm - N\u1eb7ng 78kg"", ""R\u1ed9ng 44 x S\u00e2u 38 x Cao 75 Cm"", ""- K\u00edch Th\u01b0\u1edbc Th\u00f9ng Loa (Ngang 44 x S\u00e2u 45 x Cao 75)cm  - Tr\u1ecdng l\u01b0\u1ee3ng c\u00f3 bao b\u00ec: 29.5 kg"", ""- Loa Bass : 16cm x 2  - Loa Mid: 10cm  - Loa Treble: Treble Th\u1ea1ch Anh Ch\u1ea5t l\u01b0\u1ee3ng cao"", ""01 Bass 8 inch, 02 Treble"", ""46.1 (R\u1ed9ng) x 28.65 (Cao) x 26.5 (S\u00e2u) cm"", ""D\u00e0i 39 cm - R\u1ed9ng 19.5 cm - Cao 27 cm - N\u1eb7ng 6.7 kg"", ""- K\u00edch th\u01b0\u1edbc: Ngang 61 cm - S\u00e2u 29.5 cm - Cao 30 cm  - Tr\u1ecdng l\u01b0\u1ee3ng: 22.5 kg"", ""535 (r\u1ed9ng) x365 (cao) x330 S\u00e2u mm""]",False
45,Kích thước loa Bass,k_ch_th_c_loa_bass,"[""40cm"", ""bass 4 t\u1ea5c"", ""18 inch (t\u01b0\u01a1ng \u0111\u01b0\u01a1ng 50cm)"", ""50cm (18inch)"", ""40cm (15inch)"", ""12 inch (# 30 cm )"", ""Kho\u1ea3ng 50 cm"", ""40 cm"", ""8\""""]",False
46,Chất liệu loa,ch_t_li_u_loa,"[""Th\u00f9ng g\u1ed7 s\u01a1n gai ch\u1ed1ng tr\u1ea7y m\u00e0u \u0111en"", ""G\u1ed7 s\u01a1n gai m\u00e0u \u0111en, ch\u1ed1ng th\u1ea5m, ch\u1ed1ng tr\u1ea7y"", ""- Th\u00f9ng g\u1ed7 s\u01a1n ch\u1ed1ng tr\u1ea7y  - M\u1eb7t l\u01b0\u1edbi b\u1eb1ng kim lo\u1ea1i s\u01a1n t\u0129nh \u0111i\u1ec7n"", ""Th\u00f9ng g\u1ed7 s\u01a1n ch\u1ed1ng tr\u1ea7y"", ""G\u1ed7 s\u01a1n gai ch\u1ed1ng tr\u1ea7y m\u00e0u \u0111en"", ""Th\u00f9ng g\u1ed7 s\u01a1n ch\u1ed1ng tr\u1ea7y, m\u1eb7t l\u01b0\u1edbi b\u1eb1ng kim lo\u1ea1i s\u01a1n t\u0129nh \u0111i\u1ec7n"", ""Th\u00f9ng V\u00e2n G\u1ed7 Cao C\u1ea5p S\u01a1n Ph\u1ee7 B\u00f3ng"", ""Th\u00f9ng g\u1ed7 s\u01a1n x\u00e1m ch\u1ed1ng tr\u1ea7y"", ""Th\u00f9ng g\u1ed7 s\u01a1n EPOXY m\u00e0u v\u00e0ng nh\u1ea1t"", ""G\u1ed7"", ""Th\u00f9ng g\u1ed7 bao da cao c\u1ea5p, m\u1eb7t l\u01b0\u1edbi khung kim lo\u1ea1i bao v\u1ea3i cao c\u1ea5p"", ""\u0110en \u2013 Th\u00f9ng g\u1ed7""]",False
47,Hãng sản xuất,h_ng_s_n_xu_t,"[""Nanomax"", ""BN Audio"", ""NANOMAX"", ""Dalton (Th\u01b0\u01a1ng hi\u1ec7u: Vi\u1ec7t Nam)"", ""Dalton ( Th\u01b0\u01a1ng hi\u1ec7u: Vi\u1ec7t Nam)"", ""Bn Audio"", ""BOSSINON"", ""ICORE"", ""Panasonic (Th\u01b0\u01a1ng hi\u1ec7u: Nh\u1eadt B\u1ea3n)"", ""Electrolux (Th\u01b0\u01a1ng hi\u1ec7u: Th\u1ee5y \u0110i\u1ec3n)"", ""Hisense"", ""Toshiba (Th\u01b0\u01a1ng hi\u1ec7u: Nh\u1eadt B\u1ea3n)"", ""Funiki H\u00f2a Ph\u00e1t"", ""Samsung (Th\u01b0\u01a1ng Hi\u1ec7u: H\u00e0n Qu\u1ed1c)"", ""Samsung (Th\u01b0\u01a1ng hi\u1ec7u: H\u00e0n Qu\u1ed1c)"", ""Casper (Th\u01b0\u01a1ng hi\u1ec7u: Th\u00e1i Lan)"", ""Sanaky"", ""Darling (Th\u01b0\u01a1ng hi\u1ec7u: Vi\u1ec7t Nam)"", ""Kangaroo"", ""Aqua (Th\u01b0\u01a1ng hi\u1ec7u: Nh\u1eadt B\u1ea3n)"", ""Aqua (th\u01b0\u01a1ng hi\u1ec7u Nh\u1eadt B\u1ea3n)"", ""Hitachi (Th\u01b0\u01a1ng hi\u1ec7u: Nh\u1eadt B\u1ea3n)"", ""LG (Th\u01b0\u01a1ng hi\u1ec7u: H\u00e0n Qu\u1ed1c)"", ""Bosch (Th\u01b0\u01a1ng hi\u1ec7u: \u0110\u1ee9c)"", ""Whirlpool (Th\u01b0\u01a1ng hi\u1ec7u: M\u1ef9)"", ""PANASONIC (Th\u01b0\u01a1ng Hi\u1ec7u: Nh\u1eadt B\u1ea3n)"", ""Daikin ( Th\u01b0\u01a1ng hi\u1ec7u: Nh\u1eadt B\u1ea3n)"", ""Carrier ( Th\u01b0\u01a1ng hi\u1ec7u: M\u1ef9)"", ""Sharp (Th\u01b0\u01a1ng Hi\u1ec7u: Nh\u1eadt B\u1ea3n)"", ""LG (Th\u01b0\u01a1ng Hi\u1ec7u: H\u00e0n Qu\u1ed1c)"", ""Aqua ( Th\u01b0\u01a1ng hi\u1ec7u: Nh\u1eadt B\u1ea3n)"", ""Daikin (Th\u01b0\u01a1ng hi\u1ec7u: Nh\u1eadt B\u1ea3n)"", ""Xiaomi"", ""XIAOMI"", ""Philips (Th\u01b0\u01a1ng hi\u1ec7u: H\u00e0 Lan)"", ""Sharp (Th\u01b0\u01a1ng Hi\u1ec7u Nh\u1eadt)"", ""Beko (Th\u01b0\u01a1ng hi\u1ec7u: Th\u1ed5 Nh\u0129 K\u1ef3)"", ""LG"", ""LG (H\u00e0n Qu\u1ed1c)"", ""Ferroli (Th\u01b0\u01a1ng hi\u1ec7u: \u00dd)"", ""Atlantic (Th\u01b0\u01a1ng hi\u1ec7u: Ph\u00e1p)"", ""Ariston (Th\u01b0\u01a1ng hi\u1ec7u: \u00dd)"", ""Ariston (Th\u01b0\u01a1ng hi\u1ec7u: Italia)"", ""Apple (Th\u01b0\u01a1ng hi\u1ec7u: M\u1ef9)"", ""Ipad (Apple): Th\u01b0\u01a1ng hi\u1ec7u: M\u1ef9"", ""Samsung"", ""SIMPLEHOME (Th\u01b0\u01a1ng Hi\u1ec7u Cao C\u1ea5p)"", ""GAUSMANN (Th\u01b0\u01a1ng Hi\u1ec7u: \u0110\u1ee9c)"", ""Alaska (Th\u01b0\u01a1ng hi\u1ec7u: Vi\u1ec7t Nam)""]",True
48,Sản xuất tại,s_n_xu_t_t_i,"[""Vi\u00ea\u0323t Nam"", ""Vi\u1ec7t Nam"", ""Trung Qu\u1ed1c"", ""Th\u00e1i Lan"", ""Trung qu\u1ed1c"", ""Malaysia"", ""Indonesia"", ""\u0110ang c\u1eadp nh\u1eadt"", ""H\u00e0n Qu\u1ed1c"", ""Th\u1ed5 Nh\u0129 K\u1ef3""]",True
49,Phụ kiện đi kèm,ph_ki_n_i_k_m,"[""- 1 B\u1ed9 s\u1ea1c Adapter  - 2 c\u00e2y Micro UHF"", ""- 1 s\u1ee3i d\u00e2y ngu\u1ed3n  - 2 c\u00e2y Micro UHF  - 4 vi\u00ean pin AA  - 1 t\u1edd h\u01b0\u1edbng d\u1eabn s\u1eed d\u1ee5ng  - 1 phi\u1ebfu b\u1ea3o h\u00e0nh"", ""C\u00f3 2 micro kh\u00f4ng d\u00e2y UHF"", ""02 c\u00e2y Micro UHF K\u00e8m theo Loa"", ""2 micro k\u00e8m theo"", ""Remote/C\u00e1p/2 micro UHF ch\u1ec9nh t\u1ea7n s\u1ed1"", ""Micro""]",False
50,Số lượng loa Bass,s_l_ng_loa_bass,"[""1"", ""01 (30cm )"", ""1 loa"", ""1 bass 5 t\u1ea5c"", ""2"", ""2 loa Bass""]",False
51,Số lượng loa Treble,s_l_ng_loa_treble,"[""1"", ""H\u1ecdng c\u00f2i l\u1edbn"", ""01 (Treble H\u1ecdng c\u00f2i )"", ""1 loa (3.7 cm)"", ""2 loa treple"", ""2"", ""k\u00edch th\u01b0\u1edbc : 10 cm"", ""1 loa treble""]",False
52,Số lượng loa Mid,s_l_ng_loa_mid,"[""16cm"", ""1 loa (12.5 cm)"", ""1"", ""1 loa mid"", ""1 loa MID""]",False
53,Số lượng kênh,s_l_ng_k_nh,"[""1"", ""1 K\u00eanh"", ""3 \u0111\u01b0\u1eddng ti\u1ebfng, 4 loa th\u00e0nh ph\u1ea7n"", ""Kh\u00f4ng c\u00f3"", ""5 loa v\u1edbi 2 loa Full + 3 loa Treble.""]",False
54,Điều khiển bằng điện thoại,i_u_khi_n_b_ng_i_n_tho_i,"[""C\u00f3 - App h\u00e1t kahaoke offline"", ""Kh\u00f4ng c\u00f3""]",False
